,mem,page,total
16258,575916,15265980,16149000
16260,575916,15279708,16162536
16261,575916,15269924,16153264
16262,575916,15275820,16160060
16263,575916,15268300,16152556
16264,575916,15272928,16157268
16265,575916,15258068,16142884
16266,575916,15273284,16157600
16267,575916,15273376,16158612
16268,575916,15257132,16140176
16269,575916,15282492,16164640
16270,575916,15283064,16166104
16271,575916,15268564,16151180
16272,575916,15272772,16156212
16273,575916,15282092,16165980
16274,575916,15270860,16155072
16275,575916,15272188,16156208
16276,564832,15211260,16084288
16277,564832,15233880,16106068
16278,564832,15258292,16131596
16279,564832,15282808,16155060
16280,564832,15265920,16138868
16281,564832,15290540,16162220
16282,564832,15290352,16163340
16283,564832,15294560,16164580
16284,564832,15278748,16150884
16285,564832,15282428,16153072
16286,564832,15283404,16153864
16287,564832,15299892,16170956
16288,564832,15282452,16154480
16289,564816,15265336,16136884
16290,564816,15290132,16159216
16291,564816,15271276,16141592
16292,564816,15296020,16163548
16293,564812,15299884,16168784
16294,564812,15284052,16153484
16295,564808,15283344,16152400
16296,564808,15284596,16154168
16297,564808,15283304,16152764
16298,565324,15265820,16135880
16299,567700,15289928,16161640
16300,570076,15293248,16167452
16301,572716,15278264,16154116
16302,575092,15279532,16157912
16304,576340,15290060,16170424
16305,576336,15268912,16149268
16306,576332,15276976,16156640
16307,576328,15277700,16157364
16308,576328,15282892,16165568
16309,576328,15016156,15899116
16310,576328,15106956,15989944
16311,576592,15219684,16101992
16312,576592,15271952,16155392
16313,576592,15268676,16152092
16314,576804,15263928,16149084
16315,577588,15269792,16153320
16316,577588,15276176,16155380
16317,577588,15274340,16147888
16318,577588,15285340,16164120
16319,577588,14874008,15756372
16320,577588,14983628,15862680
16321,577588,15095540,15975112
16322,577588,15201140,16080324
16323,577588,14944756,15825080
16324,577588,15055784,15936796
16325,577588,15164800,16044980
16326,577588,14741744,15622220
16327,577588,14771880,15653144
16328,577588,14802656,15684456
16329,577588,14831832,15712632
16330,577588,14862316,15743604
16331,577588,14893016,15774080
16332,577588,14924976,15806312
16333,577588,14956528,15838008
16334,577588,14986844,15869280
16335,577588,15001808,15883116
16336,566504,14989352,15861116
16337,566504,15017764,15889104
16338,566504,15046676,15917816
16339,566504,15075020,15946464
16340,566504,15103340,15974436
16341,566504,15132048,16002728
16343,566504,15160104,16030836
16344,566504,15188324,16058384
16345,566504,15216348,16087168
16346,566504,15244372,16114376
16347,566504,15271764,16141584
16348,566504,15299500,16170720
16349,566504,15289432,16162364
16350,566440,15280036,16152464
16351,566440,15280932,16152524
16352,566440,15259228,16132320
16353,566440,15287356,16159784
16354,566440,15282556,16156064
16355,566440,15279244,16152256
16356,566440,15290836,16163316
16357,569264,15278352,16155000
16358,572024,15275040,16152788
16359,574776,15268324,16150116
16360,576816,15211384,16096484
16361,576816,15238596,16124272
16362,576816,15264760,16149008
16363,576812,15269800,16154156
16364,577012,15267496,16152208
16365,576968,15268940,16154588
16366,576860,15269564,16154392
16367,576808,15265780,16152868
16368,576808,15269392,16154520
16369,576808,15266452,16151740
16370,576808,15270232,16155008
16371,576808,15266256,16152320
16372,576808,15247552,16133080
16373,576808,15274676,16158640
16374,576808,15257756,16141972
16375,576808,15283344,16167168
16376,576808,15285188,16168252
16377,576808,15274744,16156680
16378,576808,15259004,16141996
16379,576808,15285096,16167816
16380,576808,15286384,16168540
16381,576808,15270500,16152836
16382,576808,15275792,16158684
16383,576808,15269492,16152140
16384,576808,15273884,16156324
16385,565724,15221512,16095488
16387,565724,15245516,16118412
16388,565724,15269528,16142888
16389,565724,15293332,16167292
16390,565724,15276324,16148660
16391,565724,15259684,16133708
16392,565724,15283276,16155524
16393,565716,15265016,16137572
16394,565716,15289756,16161816
